model,model_label,term,estimate_log_odds,std_error,conf_low,conf_high,statistic,p_value,df,odds_ratio,odds_ratio_low,odds_ratio_high,term_type
S1-U,Expanded unweighted,"C(polintr, Treatment(reference=4))[T.1.0]",-0.12572505533728703,0.11409412944473445,-0.36234179759867746,0.1108916869241034,-1.1019414929511027,0.28239694414759525,22.0,0.8818572754058084,0.6960444208676099,1.1172738849293524,control
S1-U,Expanded unweighted,"C(polintr, Treatment(reference=4))[T.2.0]",-0.20879775505685114,0.0974907683263399,-0.41098123385811824,-0.006614276255584001,-2.141718222569782,0.04354223820781243,22.0,0.8115593528220907,0.6629993734242937,0.9934075499216409,control
S1-U,Expanded unweighted,"C(polintr, Treatment(reference=4))[T.3.0]",-0.06982631879822035,0.058484284004233736,-0.19111530029025087,0.05146266269381018,-1.1939330366627308,0.24521953648728087,22.0,0.9325557732488399,0.8260373403151514,1.052809876473559,control
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.AT]",0.4324060086093373,0.038182674900774885,0.3532199874720853,0.5115920297465893,11.32466517165255,1.1991444874711577e-10,22.0,1.5409606314530542,1.4236442928970026,1.6679444995745083,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.BE]",0.7618487287515089,0.0387583481228528,0.6814688344230759,0.8422286230799418,19.65637767473133,1.913443417020635e-15,22.0,2.1422329695752635,1.9767791621288995,2.3215350423832555,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.BG]",3.3183259837432977,0.08085524148021962,3.150642476038594,3.4860094914480015,41.04033236429194,2.7694432251607314e-22,22.0,27.614085417119302,23.351062260580058,32.65537579895172,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.CH]",2.059168981735356,0.15600847497716647,1.735627207115431,2.3827107563552805,13.199084101275508,6.2507956520473495e-12,22.0,7.8394523745313895,5.672484510939805,10.83423205722668,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.CZ]",2.3947925061626116,0.06807124060176967,2.2536213935797864,2.535963618745437,35.18067960847996,7.81782880555701e-21,22.0,10.965922461670289,9.522156950586117,12.628594136747884,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.EE]",1.2044798815610736,0.0555884792130133,1.0891964316354625,1.3197633314866846,21.66779697184276,2.482274363435712e-16,22.0,3.3350240194017737,2.9718850000309995,3.742535532118754,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.ES]",1.3009720192038006,0.0935376473624562,1.1069868115036987,1.4949572269039024,13.908539030948301,2.223527788399137e-12,22.0,3.672865028421269,3.0252290617353745,4.459145817296124,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.FI]",1.4127059185386608,0.1513251063653638,1.0988768559498208,1.7265349811275008,9.335568647331936,4.15405851558223e-09,22.0,4.10705373454985,3.0007938068481628,5.621142758954435,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.FR]",1.523779695401075,0.03814251177808448,1.4446769674822935,1.6028824233198564,39.94964212809373,4.9714358580990745e-22,22.0,4.589539514498707,4.240482107937823,4.967329756141463,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.GR]",2.1709053103943714,0.05932638112610821,2.047869926360726,2.293940694428017,36.592579375097,3.335708144711716e-21,22.0,8.766216596490576,7.751372514735818,9.913928568198338,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.HR]",0.8424779931952985,0.0963393199062317,0.6426824722615744,1.0422735141290225,8.7449028497948,1.3054901387382832e-08,22.0,2.3221140360334354,1.9015749659767824,2.8356565966746787,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.HU]",3.595203980849661,0.12216789838271383,3.341843266631315,3.8485646950680072,29.42838526686455,3.6705424073453737e-19,22.0,36.42312885095073,28.27119004860015,46.92566223821371,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.IE]",1.9589473847679002,0.07705080699203556,1.7991537912868465,2.118740978248954,25.424099516185326,8.39085200390349e-18,22.0,7.091858136993596,6.044530365389292,8.320655004601525,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.IS]",0.86032289185221,0.09372948311707761,0.6659398411471377,1.0547059425572822,9.178786260643085,5.605147343795038e-09,22.0,2.3639238622430763,1.9463188925936887,2.8711307523894,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.IT]",2.993728470538222,0.055010869043375876,2.8796429107871697,3.1078140302892745,54.420672179850094,5.912288472232322e-25,22.0,19.959964065144234,17.807913030463258,22.37208620686335,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.LV]",-0.04010127550855771,0.08595773939027258,-0.218366716207957,0.13816416519084157,-0.46652315187683696,0.6454277688199204,22.0,0.9606921396403681,0.8038306098969683,1.1481640233694084,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.NL]",1.1317729310747102,0.10732752907618637,0.9091892590789211,1.3543566030704994,10.545038545248927,4.556809478974484e-10,22.0,3.101149753871641,2.4823092076988837,3.8742674627764364,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.NO]",0.7348695321967436,0.15466036459377652,0.41412356739349315,1.055615496999994,4.751505236179396,9.632448130098403e-05,22.0,2.085209921999341,1.5130440782465995,2.8737433901088476,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.PL]",2.394366776097954,0.09231919436749328,2.2029084852486127,2.5858250669472955,25.935741667835003,5.48692841353173e-18,22.0,10.961254932415915,9.051300827687982,13.274236707046066,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.SE]",1.0623580524488527,0.052266353746170294,0.9539642690571255,1.17075183584058,20.32584973515002,9.502347350412478e-16,22.0,2.8931852344637843,2.5959804527524653,3.2244159589276453,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.SI]",3.8791429870755176,0.040624853274256995,3.7948921979824832,3.963393776168552,95.48694147613423,2.6463287269142146e-30,22.0,48.38273267118662,44.47344182034625,52.63565680811713,country fixed effect
S1-U,Expanded unweighted,"C(cntry, Treatment(reference='DE'))[T.SK]",3.766818404485059,0.03256410929900297,3.6992845752295738,3.8343522337405442,115.67392708021617,3.9241259501277146e-32,22.0,43.2422663419065,40.41837770528771,46.26345005776301,country fixed effect
S1-U,Expanded unweighted,distrust_index_three,0.10289490208753704,0.07204368098533045,-0.04651454762060914,0.2523043517956832,1.4282293836219795,0.16726945806963708,22.0,1.1083749150646762,0.9545506740279045,1.2869876746938584,focal
S1-U,Expanded unweighted,viepol,0.051056496766658445,0.011106744914955221,0.028022517615452828,0.07409047591786407,4.596891092538816,0.00014040795197505992,22.0,1.0523823478036334,1.0284188417007025,1.0769042349877542,focal
S1-U,Expanded unweighted,age_decades_50,-0.11338239374892081,0.037172885251069536,-0.1904742393274007,-0.03629054817044093,-3.0501370281893463,0.005869675158612895,22.0,0.8928091901788883,0.8265670503779647,0.9643600597233924,control
