model,model_label,term,estimate_log_odds,std_error,conf_low,conf_high,statistic,p_value,df,odds_ratio,odds_ratio_low,odds_ratio_high,term_type
S1,Expanded: + political interest,"C(cntry, Treatment(reference='DE'))[T.SE]",0.8732101815398415,0.05836635741060002,0.7521657648343376,0.9942545982453455,14.960847657442748,5.177454187369249e-13,22.0,2.3945855827296745,2.121589909322971,2.7027089862275164,country fixed effect
S1,Expanded: + political interest,"C(cntry, Treatment(reference='DE'))[T.SI]",3.828384473083433,0.05028407575259311,3.7241016826356845,3.9326672635311817,76.1351265939497,3.803908318702659e-28,22.0,45.98818304143118,41.433995144432174,51.04294123894969,country fixed effect
S1,Expanded: + political interest,"C(cntry, Treatment(reference='DE'))[T.SK]",3.498237188637862,0.058969616986069354,3.375941688145837,3.620532689129887,59.32270493573437,8.975371497663486e-26,22.0,33.05712708669444,29.25181690461561,37.357462436920976,country fixed effect
S1,Expanded: + political interest,distrust_index_three,0.06741417583969526,0.11142834191477045,-0.16367406145854846,0.29850241313793896,0.6050002600887587,0.551368847981328,22.0,1.0697384462541615,0.8490187047052358,1.3478387897137813,focal
S1,Expanded: + political interest,viepol,0.0656751694559547,0.01277306298100171,0.03918545814501334,0.09216488076689605,5.141693073434154,3.740757553149767e-05,22.0,1.0678797808510991,1.0399633354377098,1.0965456064570032,focal
S1,Expanded: + political interest,age_decades_50,-0.11507275850221556,0.043365768370111364,-0.20500785759395376,-0.025137659410477353,-2.6535390199963853,0.014511400575723681,22.0,0.8913012918005747,0.8146409152687355,0.9751756606815027,control
S1-U,Expanded unweighted,Intercept,-3.6830826336904874,0.48710576594160165,-4.693278162897537,-2.672887104483438,-7.561155895108099,1.4865589692043976e-07,22.0,0.025145341362481966,0.00915662001032308,0.0690525752431477,intercept
S1-U,Expanded unweighted,"C(gndr, Treatment(reference=1))[T.2.0]",-0.22922771786904786,0.0667160047780696,-0.3675882433764427,-0.09086719236165303,-3.4358729757810367,0.0023601396727728576,22.0,0.7951474436057367,0.6924022242026129,0.913138974677419,control
S1-U,Expanded unweighted,"C(eisced_model, Treatment(reference=4))[T.1.0]",0.1382662900767193,0.1688603796788402,-0.2119287035752756,0.4884612837287142,0.8188202012792547,0.42167060000235357,22.0,1.1482812854768518,0.8090223759132701,1.6298064798120293,control
S1-U,Expanded unweighted,"C(eisced_model, Treatment(reference=4))[T.2.0]",0.46698738827385033,0.16099999926866776,0.1330938258579925,0.8008809506897081,2.9005427974851603,0.008295057912449142,22.0,1.5951812853006093,1.1423571759449667,2.227502384154403,control
S1-U,Expanded unweighted,"C(eisced_model, Treatment(reference=4))[T.3.0]",0.5074563646029435,0.09060980155327235,0.3195431374734837,0.6953695917324034,5.600457741920933,1.2476077301742565e-05,22.0,1.6610606840356437,1.3764987499636954,2.0044497651172817,control
S1-U,Expanded unweighted,"C(eisced_model, Treatment(reference=4))[T.5.0]",0.2050387465084936,0.07233716883169719,0.0550206402600103,0.3550568527569769,2.8344867489291112,0.009648082841923604,22.0,1.227572628194982,1.0565624221735481,1.426261738888543,control
S1-U,Expanded unweighted,"C(eisced_model, Treatment(reference=4))[T.6.0]",-0.27579611588002817,0.07689322652428594,-0.43526290747298824,-0.1163293242870681,-3.5867413600198033,0.0016431370699820213,22.0,0.7589676564403713,0.647094518727675,0.8901820164621244,control
S1-U,Expanded unweighted,"C(eisced_model, Treatment(reference=4))[T.7.0]",-0.5240763491678269,0.09717630121688797,-0.72560766310006,-0.32254503523559375,-5.393046891115354,2.0451060826421876e-05,22.0,0.5921020073861657,0.4840303521877458,0.7243033119021058,control
